org_uuid,org_name,legal_name,homepage_url,org_country,org_city,status,being_funded,founded_on,closed_on,went_public_on,acquired_on_first,sector,founder_names,ch_company_number,ch_company_name,ch_match_score,ch_match_source,ch_company_status,ch_date_of_creation,ch_date_of_cessation,ch_city,ch_match_reason,ch_search_url,ch_search_query,ch_link_filing_history,ch_link_officers,ch_officer_match,ch_officer_match_score,ch_officer_best_officer_name,ch_officer_best_founder_name
ea9c97a0-d6fd-45ec-d18f-cf3fea9d8b37,Those,Those Ltd.,http://www.joto.rocks,GBR,London,operating,1,2015-09-29,,,,Software & SaaS,Jim Rhodes,09798715,THOSE LTD,100.0,legal_exact,active,2015-09-29,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Those+Ltd.,Those Ltd.,/company/09798715/filing-history,/company/09798715/officers,1,10.0,"RHODES, James Edward",Jim Rhodes
ef9615c6-8178-b1fd-7980-2a5b78992d00,Tyk,Tyk Technologies Ltd,https://tyk.io/,GBR,London,operating,1,2014-01-01,,,,Hardware & Devices,Martin Buhr,09727592,TYK TECHNOLOGIES LIMITED,100.0,legal_exact,active,2015-08-11,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Tyk+Technologies+Ltd,Tyk Technologies Ltd,/company/09727592/filing-history,/company/09727592/officers,1,60.0,"BUHR, Martin Philip",Martin Buhr
4969b419-2ed7-18c4-6549-dbba733b6018,Kiroku,Kiroku Ltd.,http://www.trykiroku.com,GBR,London,operating,1,2017-05-01,,,,Software & SaaS,Hannah Burrow | Jay Shah,10775183,KIROKU LIMITED,100.0,legal_exact,active,2017-05-17,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Kiroku+Ltd.,Kiroku Ltd.,/company/10775183/filing-history,/company/10775183/officers,1,60.0,"BURROW, Hannah",Hannah Burrow
a0a05495-7c78-0854-d039-3fc20323f690,Bimble,Bimble Studios Ltd,https://bimble.com,GBR,Oxford,operating,1,2017-01-01,,,,Other,Francesca Howland,10870119,BIMBLE STUDIOS LTD,100.0,legal_exact,liquidation,2017-07-17,,Whetstone,matched,https://find-and-update.company-information.service.gov.uk/search?q=Bimble+Studios+Ltd,Bimble Studios Ltd,/company/10870119/filing-history,/company/10870119/officers,1,60.0,"HOWLAND, Francesca",Francesca Howland
8572b17d-3439-9fca-a3d2-600d44de2ae1,Swapforex,,https://swapforex.com/swap/home.sfx,GBR,London,operating,1,2012-01-01,,,,Financial Services & Fintech,Steven Barker,07481403,SWAPFOREX LIMITED,98.0,org_exact,active,2011-01-04,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Swapforex,Swapforex,/company/07481403/filing-history,/company/07481403/officers,1,60.0,"BARKER, Steven",Steven Barker
58d2cc46-a8d0-8cc5-1243-0b8d55a73d0e,Tactful,Tactful Ltd.,https://www.tactful.ai/,GBR,Cambridge,acquired,1,2016-07-01,,,2022-05-23,IT & Data Infrastructure,Mohamed Elmasry | Mohammed Hassan,10279888,TACTFUL LTD. ,100.0,legal_exact,active,2016-07-15,,Cambridge,matched,https://find-and-update.company-information.service.gov.uk/search?q=Tactful+Ltd.,Tactful Ltd.,/company/10279888/filing-history,/company/10279888/officers,1,60.0,"ELMASRY, Mohamed Youssef Abdelghany",Mohamed Elmasry
68e87e7e-ea50-9067-7bfb-0d874d26ab18,Konsileo,Konsileo Ltd,http://konsileo.com/,GBR,London,operating,1,2015-01-01,,,,Financial Services & Fintech,John Warburton,09569872,KONSILEO LTD,100.0,legal_exact,active,2015-04-30,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Konsileo+Ltd,Konsileo Ltd,/company/09569872/filing-history,/company/09569872/officers,1,60.0,"WARBURTON, John Charles",John Warburton
a918c099-2d9f-a6cd-9322-ad158de2232e,ChainThat,ChainThat Limited,http://www.chainthat.com/,GBR,London,operating,1,2015-01-01,,,,IT & Data Infrastructure,David Edwards,09841465,CHAINTHAT LIMITED,100.0,legal_exact,active,2015-10-26,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=ChainThat+Limited,ChainThat Limited,/company/09841465/filing-history,/company/09841465/officers,1,60.0,"EDWARDS, David",David Edwards
84a14b05-58f8-7b55-d478-162e57d02d4c,Yourfittingroom,,https://www.yourfittingroom.com,GBR,Willesden,operating,1,2016-07-27,,,,Retail & E-Commerce,Liam Young,10297520,YOURFITTINGROOM LTD,98.0,org_exact,active,2016-07-27,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Yourfittingroom,Yourfittingroom,/company/10297520/filing-history,/company/10297520/officers,1,60.0,"YOUNG, Liam",Liam Young
f2a2d34a-c21c-eab1-2c34-ac7f381d0954,Snap,Snap Travel Technology Ltd,https://www.getasnap.com/,GBR,Walthamstow,operating,1,2016-01-01,,,,Other,Tom Moreton,10032757,SNAP TRAVEL TECHNOLOGY LIMITED,100.0,legal_exact,dissolved,2016-02-29,2025-02-28,Leicester,matched,https://find-and-update.company-information.service.gov.uk/search?q=Snap+Travel+Technology+Ltd,Snap Travel Technology Ltd,/company/10032757/filing-history,/company/10032757/officers,1,60.0,"MORETON, Tom",Tom Moreton
dff66efa-549c-d832-4d59-c0f6d3f3e57b,SupplyCompass,SupplyCompass Ltd.,http://www.supplycompass.com/,GBR,London,operating,1,2015-11-25,,,,Retail & E-Commerce,Gus Bartholomew,09887681,SUPPLYCOMPASS LTD,100.0,legal_exact,dissolved,2015-11-25,2024-04-18,Milton Keynes,matched,https://find-and-update.company-information.service.gov.uk/search?q=SupplyCompass+Ltd.,SupplyCompass Ltd.,/company/09887681/filing-history,/company/09887681/officers,1,20.0,"BARTHOLOMEW, Augustus",Gus Bartholomew
3a99cee3-bffb-02f9-b67e-01ba9869d4c7,eola,eola Ltd,https://eola.co,GBR,London,operating,1,2017-06-01,,,,Software & SaaS,Callum Hemsley | Daniel Steele,10810774,EOLA LTD,100.0,legal_exact,active,2017-06-09,,Kings Langley,matched,https://find-and-update.company-information.service.gov.uk/search?q=eola+Ltd,eola Ltd,/company/10810774/filing-history,/company/10810774/officers,1,60.0,"HEMSLEY, Callum",Callum Hemsley
0e1372b5-00d0-8fd3-50cf-9c3d6b55d1a0,Third Wave Coffee Ventures,Third Wave Coffee Ventures,https://www.coolcoldbrew.co.uk,GBR,Manchester,operating,1,2015-01-01,,,,Health & Life Sciences,Joseph Devereux,09574385,THIRD WAVE COFFEE VENTURES LTD,100.0,legal_exact,active,2015-05-05,,Manchester,matched,https://find-and-update.company-information.service.gov.uk/search?q=Third+Wave+Coffee+Ventures,Third Wave Coffee Ventures,/company/09574385/filing-history,/company/09574385/officers,1,60.0,"DEVEREUX-KELLY, Joseph Patrick",Joseph Devereux
a1c92077-db0f-c5af-5927-85ece09d9073,Flux Systems,Flux Systems Limited,https://www.tryflux.com,GBR,London,closed,1,2016-01-01,2022-10-13,,,Software & SaaS,Matty Cusden-Ross,09882195,FLUX SYSTEMS LIMITED,100.0,legal_exact,liquidation,2015-11-20,,St Albans,matched,https://find-and-update.company-information.service.gov.uk/search?q=Flux+Systems+Limited,Flux Systems Limited,/company/09882195/filing-history,/company/09882195/officers,1,60.0,"CUSDEN-ROSS, Matty Seth",Matty Cusden-Ross
91cc14c1-7a10-f0c7-5d5b-fcdbd4677377,COMPASS Pathways,COMPASS Pathways Limited,https://compasspathways.com,GBR,Altrincham,ipo,1,2016-06-13,,2020-09-18,,Health & Life Sciences,Ekaterina Malievskaia | George Goldsmith | Lars Wilde,12696098,COMPASS PATHWAYS PLC,100.0,legal_exact,active,2020-06-24,,Altrincham,matched,https://find-and-update.company-information.service.gov.uk/search?q=COMPASS+Pathways+Limited,COMPASS Pathways Limited,/company/12696098/filing-history,/company/12696098/officers,1,60.0,"MALIEVSKAIA, Ekaterina, Dr",Ekaterina Malievskaia
6f3a313a-7ff8-cacf-de4a-650f0367b93c,Living With,Living With,https://www.livingwith.health/,GBR,London,operating,1,2016-01-01,,,,Health & Life Sciences,Chris Robson,10818605,LIVING WITH LTD,100.0,legal_exact,active,2017-06-14,,Brighton,matched,https://find-and-update.company-information.service.gov.uk/search?q=Living+With,Living With,/company/10818605/filing-history,/company/10818605/officers,1,60.0,"ROBSON, Chris",Chris Robson
c140c3dd-5353-06bc-e031-cb2e9dc7ce6b,ImproveWell,ImproveWell LTD,https://www.improvewell.com/,GBR,London,operating,1,2016-01-01,,,,Software & SaaS,Lara Mott | Na’eem Ahmed,10399916,IMPROVEWELL LTD,100.0,legal_exact,liquidation,2016-09-28,,Brighton,matched,https://find-and-update.company-information.service.gov.uk/search?q=ImproveWell+LTD,ImproveWell LTD,/company/10399916/filing-history,/company/10399916/officers,1,60.0,"MOTT, Lara Katherine Phillippa",Lara Mott
a62e862a-2293-ad19-e4b9-5b8eec4ff321,Inkpath,Inkpath Limited,https://www.inkpath.co.uk,GBR,Thame,operating,1,2017-01-01,,,,Software & SaaS,John Miles,10530056,INKPATH LIMITED,100.0,legal_exact,active,2016-12-16,,Thame,matched,https://find-and-update.company-information.service.gov.uk/search?q=Inkpath+Limited,Inkpath Limited,/company/10530056/filing-history,/company/10530056/officers,1,60.0,"MILES, John Paul, Dr",John Miles
e409bdf3-63a1-5264-86e4-b3b159de0f29,PredictImmune,PredictImmune Limited,https://www.predictimmune.com/,GBR,Cambridge,operating,1,2017-01-01,,,,Health & Life Sciences,Eoin McKinney | Kenneth Smith | Paul Lyons,10563794,PREDICTIMMUNE LIMITED,100.0,legal_exact,liquidation,2017-01-13,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=PredictImmune+Limited,PredictImmune Limited,/company/10563794/filing-history,/company/10563794/officers,1,60.0,"SMITH, Kenneth George Campbell",Kenneth Smith
40bc048a-73ef-3654-7fa0-87cc05dbda69,Oxford Quantum Circuits,Oxford Quantum Circuits Ltd.,https://oxfordquantumcircuits.com,GBR,Reading,operating,1,2017-01-01,,,,Software & SaaS,Ilana Wisby | Peter Leek,10803852,OXFORD QUANTUM CIRCUITS LIMITED,100.0,legal_exact,active,2017-06-05,,Reading,matched,https://find-and-update.company-information.service.gov.uk/search?q=Oxford+Quantum+Circuits+Ltd.,Oxford Quantum Circuits Ltd.,/company/10803852/filing-history,/company/10803852/officers,1,60.0,"WISBY, Ilana Sarah, Dr",Ilana Wisby
62b117d0-39e5-897f-2341-4d4933bfc3ca,Pushme,PUSHME BIKES LIMITED,https://www.getpushme.com,GBR,London,acquired,1,2016-10-18,,,2020-01-31,Other,George Kalligeros,10433005,PUSHME BIKES LIMITED,100.0,legal_exact,active,2016-10-18,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=PUSHME+BIKES+LIMITED,PUSHME BIKES LIMITED,/company/10433005/filing-history,/company/10433005/officers,1,20.0,"KALLIGEROS, Georgios, Mr.",George Kalligeros
06c6c58d-6469-7f06-c021-25a481ff7065,Easle,,https://easle.co,GBR,London,operating,1,2016-08-01,,,,Media & Entertainment,Nick Gubbins,09482126,EASLE LTD,98.0,org_exact,active,2015-03-10,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Easle,Easle,/company/09482126/filing-history,/company/09482126/officers,1,10.0,"GUBBINS, Jennifer Mcpherson",Nick Gubbins
dcf4377a-f216-c941-fe67-58c8ae2b21f9,Security CTRL,,https://www.securityctrl.com/,GBR,Edinburgh,operating,1,2017-01-01,,,,Software & SaaS,Lukasz Mancewicz,SC559868,SECURITY CTRL LTD,98.0,org_exact,dissolved,2017-03-08,2023-03-14,Edinburgh,matched,https://find-and-update.company-information.service.gov.uk/search?q=Security+CTRL,Security CTRL,/company/SC559868/filing-history,/company/SC559868/officers,1,60.0,"MANCEWICZ, Lukasz Stanislaw",Lukasz Mancewicz
60889abe-f94e-e819-a3ba-fbf685bd96be,Kindaba,Kindaba Limited,http://kindaba.com/,GBR,Edinburgh,operating,1,2017-02-08,,,,Software & SaaS,Lizzie Brough | Robert Gelb | Will Wright,SC556903,KINDABA LIMITED,100.0,legal_exact,active,2017-02-08,,Edinburgh,matched,https://find-and-update.company-information.service.gov.uk/search?q=Kindaba+Limited,Kindaba Limited,/company/SC556903/filing-history,/company/SC556903/officers,1,60.0,"GELB, Robert Alexander Simon",Robert Gelb
fe4a726c-8b91-edb6-771c-e313bf52efb5,Aave,Aave SAGL.,https://aave.com/,GBR,London,operating,1,2017-05-01,,,,Financial Services & Fintech,Stani Kulechov,13729000,AAVE LIMITED,98.0,org_exact,active,2021-11-08,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Aave+SAGL.,Aave SAGL.,/company/13729000/filing-history,/company/13729000/officers,1,20.0,"KULECHOV, Stanislav",Stani Kulechov
d5f16a48-b837-518a-589d-135d2e8afa3d,FloodFlash,FloodFlash Ltd.,http://www.floodflash.co,GBR,London,operating,1,2017-01-01,,,,Financial Services & Fintech,Adam Rimmer | Ian Bartholomew,10390196,FLOODFLASH LIMITED,100.0,legal_exact,active,2016-09-22,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=FloodFlash+Ltd.,FloodFlash Ltd.,/company/10390196/filing-history,/company/10390196/officers,1,60.0,"RIMMER, Adam",Adam Rimmer
62964911-6ed9-e52b-2cc9-9bf525cb3b8d,CargoMate Technologies,CargoMate Technologies Ltd,https://cargomate.co.uk,GBR,Richmond Upon Thames,operating,1,2017-05-25,,,,IT & Data Infrastructure,Chris Jones | Dennis Sandmark,10789559,CARGOMATE TECHNOLOGIES LIMITED,100.0,legal_exact,active,2017-05-25,,Richmond,matched,https://find-and-update.company-information.service.gov.uk/search?q=CargoMate+Technologies+Ltd,CargoMate Technologies Ltd,/company/10789559/filing-history,/company/10789559/officers,1,60.0,"SANDMARK, Dennis Henken",Dennis Sandmark
c19476b6-51ca-a56b-022b-2848f4b8e676,pagesource,,http://www.pagesource.com,GBR,Bristol,operating,1,2015-10-01,,,,Marketing & Advertising,Andy Haskins | Oliver Kenyon,08493433,PAGESOURCE LIMITED,98.0,org_exact,dissolved,2013-04-17,2019-11-05,Clevedon,matched,https://find-and-update.company-information.service.gov.uk/search?q=pagesource,pagesource,/company/08493433/filing-history,/company/08493433/officers,1,60.0,"KENYON, Oliver James Stuart",Oliver Kenyon
72422dab-eeab-a3fc-6888-01e77e583b04,Uniphy Ltd,Uniphy Ltd.,http://www.uniphy.global,GBR,Royal Wootton Bassett,operating,1,2016-02-12,,,,Hardware & Devices,Dave Dearn | David Lomas,10003458,UNIPHY LIMITED,100.0,legal_exact,active,2016-02-12,,Leeds,matched,https://find-and-update.company-information.service.gov.uk/search?q=Uniphy+Ltd.,Uniphy Ltd.,/company/10003458/filing-history,/company/10003458/officers,1,60.0,"LOMAS, David Glenn",David Lomas
afd1e71c-f7bc-6da7-0284-ea00da5e2225,Automaton Games,Automaton Games Ltd.,http://automaton.uk,GBR,Cambridge,closed,1,2015-01-01,2021-11-07,,,Software & SaaS,James Thompson,09802133,AUTOMATON GAMES LIMITED,100.0,legal_exact,dissolved,2015-09-30,2021-11-07,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Automaton+Games+Ltd.,Automaton Games Ltd.,/company/09802133/filing-history,/company/09802133/officers,1,60.0,"THOMPSON, James Alexander Basil",James Thompson
925079f0-02dd-92ab-3200-1889aa9cf867,Reality +,Reality Gaming Group Limited,https://realityplus.com/,GBR,London,operating,1,2017-01-04,,,,Software & SaaS,Tony Pearce,FC035724,REALITY GAMING GROUP LTD.,100.0,legal_exact,active,2018-11-01,,Gibraltar,matched,https://find-and-update.company-information.service.gov.uk/search?q=Reality+Gaming+Group+Limited,Reality Gaming Group Limited,/company/FC035724/filing-history,/company/FC035724/officers,1,10.0,"PEARCE, Anthony John",Tony Pearce
83854530-c9d6-dc38-40b5-a8152ea4e8d9,Stemnovate,Stemnovate Limited,http://stemnovate.co.uk/,GBR,Babraham,operating,1,2017-01-01,,,,Health & Life Sciences,Adrian Fisher | David Hay | Ruchi Sharma,10140603,STEMNOVATE LIMITED,100.0,legal_exact,active,2016-04-22,,Cambridge,matched,https://find-and-update.company-information.service.gov.uk/search?q=Stemnovate+Limited,Stemnovate Limited,/company/10140603/filing-history,/company/10140603/officers,1,60.0,"FISHER, Adrian Charles, Dr",Adrian Fisher
6cdcd717-0b86-0e97-9834-af49ccfa5f2e,Blokur,Blokur Limited,http://www.blokur.com,GBR,London,acquired,1,2016-01-01,,,2024-01-31,Media & Entertainment,Phil Barry,09920209,BLOKUR LTD,100.0,legal_exact,active,2015-12-17,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Blokur+Limited,Blokur Limited,/company/09920209/filing-history,/company/09920209/officers,1,40.0,"BARRY, Philip",Phil Barry
bd0529c8-0e59-1441-6bef-20e367fa5b27,Countingup,Counting Ltd,https://countingup.com/,GBR,London,operating,1,2017-01-01,,,,Financial Services & Fintech,Tim Fouracre,10729748,COUNTING LTD,100.0,legal_exact,active,2017-04-19,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Counting+Ltd,Counting Ltd,/company/10729748/filing-history,/company/10729748/officers,1,60.0,"FOURACRE, Tim James Walter",Tim Fouracre
aa89920e-cb3a-2f2f-592b-f7ae6157d2e1,Blockwise,,https://www.blockwise.org/,GBR,London,operating,1,2016-01-01,,,,IT & Data Infrastructure,Dmitry Koval,10230187,BLOCKWISE LTD.,98.0,org_exact,active,2016-06-14,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Blockwise,Blockwise,/company/10230187/filing-history,/company/10230187/officers,1,60.0,"KOVAL, Dmitry",Dmitry Koval
d98d3e67-5d22-9eeb-3b9b-ec9730f25851,Ultramed,Ultramed Limited,http://www.ultramed.co/,GBR,Penryn,operating,1,2014-09-30,,,,IT & Data Infrastructure,Paul Upton,09242021,ULTRAMED LIMITED,100.0,legal_exact,active,2014-09-30,,Penryn,matched,https://find-and-update.company-information.service.gov.uk/search?q=Ultramed+Limited,Ultramed Limited,/company/09242021/filing-history,/company/09242021/officers,1,60.0,"UPTON, Paul Martin, Dr",Paul Upton
29c87f0c-3741-b9f4-7e54-2b0aeff18d41,AdInMo,AdInMo Ltd.,http://www.AdInMo.com,GBR,Edinburgh,operating,1,2017-01-01,,,,Software & SaaS,Kristan Rivers,SC648449,ADINMO LTD,100.0,legal_exact,active,2019-11-29,,Edinburgh,matched,https://find-and-update.company-information.service.gov.uk/search?q=AdInMo+Ltd.,AdInMo Ltd.,/company/SC648449/filing-history,/company/SC648449/officers,1,60.0,"RIVERS, Kristan David",Kristan Rivers
521d5abe-00c2-54ce-2116-b15a77bb3409,Hectare,Hectare Agritech Limited,https://www.wearehectare.com,GBR,Rowlands Castle,operating,1,2016-01-01,,,,Other,Daniel Luff,08285271,HECTARE AGRITECH LIMITED,100.0,legal_exact,active,2012-11-07,,Dorchester,matched,https://find-and-update.company-information.service.gov.uk/search?q=Hectare+Agritech+Limited,Hectare Agritech Limited,/company/08285271/filing-history,/company/08285271/officers,1,60.0,"LUFF, Daniel",Daniel Luff
493695f3-b287-4437-033c-6eddc2294251,Fluidly,Fluidly Limited,https://fluidly.com,GBR,London,closed,1,2016-10-01,2021-12-13,,2021-12-13,IT & Data Infrastructure,Caroline Plumb | Johnnie Ball,10402874,FLUIDLY LIMITED,100.0,legal_exact,dissolved,2016-09-30,2025-11-08,Whitefield,matched,https://find-and-update.company-information.service.gov.uk/search?q=Fluidly+Limited,Fluidly Limited,/company/10402874/filing-history,/company/10402874/officers,1,60.0,"PLUMB, Caroline Bayantai",Caroline Plumb
dcb2c817-748c-cdf0-0e52-0a541c01af30,Nimbla,TradeCrediTech Limited,https://www.nimbla.com/,GBR,London,operating,1,2016-06-04,,,,IT & Data Infrastructure,Flemming Bengtsen,10211946,TRADECREDITECH LIMITED,100.0,legal_exact,dissolved,2016-06-02,2025-10-04,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=TradeCrediTech+Limited,TradeCrediTech Limited,/company/10211946/filing-history,/company/10211946/officers,1,60.0,"BENGTSEN, Flemming",Flemming Bengtsen
f560ce7f-08b8-1dc3-02b6-cb07c6f4d2c4,WRLD,WRLD3D Limited,https://www.wrld3d.com/,GBR,London,operating,1,2015-08-01,,,,Financial Services & Fintech,Ian Hetherington | Rian Liebenberg,07331909,WRLD3D LIMITED,100.0,legal_exact,dissolved,2010-07-30,2024-09-21,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=WRLD3D+Limited,WRLD3D Limited,/company/07331909/filing-history,/company/07331909/officers,1,60.0,"HETHERINGTON, Ian",Ian Hetherington
62821073-fced-5a7c-2916-a02373999096,Celsius Network,Celsius Network Limited,https://celsius.network,GBR,London,closed,1,2017-01-01,2024-02-29,,,Financial Services & Fintech,Alex Mashinsky,11198050,CELSIUS NETWORK LIMITED,100.0,legal_exact,active,2018-02-09,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Celsius+Network+Limited,Celsius Network Limited,/company/11198050/filing-history,/company/11198050/officers,1,20.0,"MASHINSKY, Alexander",Alex Mashinsky
d393e8cb-42b4-011d-41e1-3b0fd6738e44,My Bespoke Room,My Bespoke Room Business Limited,https://www.mybespokeroom.com,GBR,London,operating,1,2013-12-05,,,,Software & SaaS,Diana Greenhalgh | Laura Simpson,14127821,MY BESPOKE ROOM BUSINESS LIMITED,100.0,legal_exact,active,2022-05-24,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=My+Bespoke+Room+Business+Limited,My Bespoke Room Business Limited,/company/14127821/filing-history,/company/14127821/officers,1,60.0,"SIMPSON, Laura Amy",Laura Simpson
54fb8575-8190-0e4b-6582-24b12bddb4c7,ATAR Labs,,http://www.atarlabs.io/,GBR,London,acquired,1,2017-09-01,,,2020-07-07,IT & Data Infrastructure,Burak Dayıoğlu | Gokhan Say | Murat Tora,11637431,ATAR LABS LIMITED,98.0,org_exact,dissolved,2018-10-23,2021-01-05,Bexhill On Sea,matched,https://find-and-update.company-information.service.gov.uk/search?q=ATAR+Labs,ATAR Labs,/company/11637431/filing-history,/company/11637431/officers,1,40.0,"DAYIOGLU, Burak",Burak Dayıoğlu
f1aeabbf-71dd-7e53-8502-3049207ca6e8,Optalitix,Optalitix Ltd.,http://www.optalitix.com,GBR,Camden Town,operating,1,2013-04-09,,,,IT & Data Infrastructure,Dani Katz | Jon Shapiro,08481722,OPTALITIX LIMITED,100.0,legal_exact,active,2013-04-09,,Mill Hill,matched,https://find-and-update.company-information.service.gov.uk/search?q=Optalitix+Ltd.,Optalitix Ltd.,/company/08481722/filing-history,/company/08481722/officers,1,60.0,"KATZ, Dani Anthony",Dani Katz
3d42675b-9b30-1a52-e2ed-ca1a3a4cb894,Aalbun Ltd,Arctic Alliance Ltd.,https://www.aalbun.com,GBR,Cambridge,operating,1,2014-01-01,,,,Professional & Business Services,Janne Aaltonen,09340540,ARCTIC ALLIANCE LIMITED,100.0,legal_exact,active,2014-12-04,,Cambridge,matched,https://find-and-update.company-information.service.gov.uk/search?q=Arctic+Alliance+Ltd.,Arctic Alliance Ltd.,/company/09340540/filing-history,/company/09340540/officers,1,60.0,"AALTONEN, Janne Lari Andero, Dr",Janne Aaltonen
4efe431a-032c-242a-3257-319eb6b6091e,Novastone Media,Novastone Media Ltd.,https://novastone.co,GBR,London,operating,1,2014-07-19,,,,Software & SaaS,Douglas Orr,07834025,NOVASTONE MEDIA LTD,100.0,legal_exact,dissolved,2011-11-03,2023-05-27,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Novastone+Media+Ltd.,Novastone Media Ltd.,/company/07834025/filing-history,/company/07834025/officers,1,60.0,"ORR, Douglas Alexander",Douglas Orr
dc74afcc-f985-9fee-9750-a558ee829bb7,Brainpool AI,Brainpool Ltd,https://brainpool.ai/,GBR,London,operating,1,2016-02-24,,,,IT & Data Infrastructure,Peter Antony Bebbington,10024360,BRAINPOOL LTD,100.0,legal_exact,active,2016-02-24,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Brainpool+Ltd,Brainpool Ltd,/company/10024360/filing-history,/company/10024360/officers,1,60.0,"BEBBINGTON, Peter Antony, Dr",Peter Antony Bebbington
df7f449c-b533-a1cf-3e33-d4eda26186e8,Bewica,Bewica Limited,https://bewica.com,GBR,London,operating,1,2017-01-01,,,,Software & SaaS,Eva Berg-Winters,10853421,BEWICA LIMITED,100.0,legal_exact,dissolved,2017-07-06,2023-09-22,Salisbury,matched,https://find-and-update.company-information.service.gov.uk/search?q=Bewica+Limited,Bewica Limited,/company/10853421/filing-history,/company/10853421/officers,1,60.0,"BERG-WINTERS, Eva",Eva Berg-Winters
753d9df6-b9ea-bd17-d143-e480f800bbc4,Datamaran,Datamaran Limited,https://www.datamaran.com/,GBR,London,operating,1,2014-06-02,,,,Software & SaaS,Jerome Basdevant | Marjella Alma,09066496,DATAMARAN LIMITED,100.0,legal_exact,active,2014-06-02,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Datamaran+Limited,Datamaran Limited,/company/09066496/filing-history,/company/09066496/officers,1,60.0,"BASDEVANT, Jerome",Jerome Basdevant
5d7696d0-2837-be6d-1a5e-d9632372aacd,Gyroscope Therapeutics,Gyroscope Therapeutics Limited,https://gyroscopetx.com,GBR,Stevenage,closed,1,2016-01-01,,,2021-12-22,Health & Life Sciences,Andrew Lotery | David Kavanagh | Peter Lachmann,10131257,GYROSCOPE THERAPEUTICS LIMITED,100.0,legal_exact,active,2016-04-18,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Gyroscope+Therapeutics+Limited,Gyroscope Therapeutics Limited,/company/10131257/filing-history,/company/10131257/officers,1,60.0,"KAVANAGH, David",David Kavanagh
30e11648-5bf4-2557-1486-fe6267a45cf8,BKD,BKD London LTD,https://www.bkd-london.com/,GBR,London,operating,1,2014-01-01,,,,Retail & E-Commerce,Adelle Smith,09081652,BKD LONDON LIMITED,100.0,legal_exact,dissolved,2014-06-11,2020-02-13,Bromley,matched,https://find-and-update.company-information.service.gov.uk/search?q=BKD+London+LTD,BKD London LTD,/company/09081652/filing-history,/company/09081652/officers,1,60.0,"SMITH, Adelle",Adelle Smith
f1d11ecb-77fa-f7f8-eee5-58a7e9ead867,Canopy,InsureStreet Limited,https://www.canopy.rent/,GBR,London,operating,1,2015-01-01,,,,Financial Services & Fintech,Tahir Farooqui,10287920,INSURESTREET LIMITED,100.0,legal_exact,active,2016-07-20,,Sevenoaks,matched,https://find-and-update.company-information.service.gov.uk/search?q=InsureStreet+Limited,InsureStreet Limited,/company/10287920/filing-history,/company/10287920/officers,1,60.0,"FAROOQUI, Mohammad Tahir",Tahir Farooqui
89a5787b-7e41-8ced-d79d-2a1a6e209732,Findoc,Findoc Limited,http://www.findoc.co.uk,GBR,London,operating,1,2016-01-01,,,,IT & Data Infrastructure,Sylvain Vuillen | Xavier Bernal,09525974,FINDOC LTD,100.0,legal_exact,liquidation,2015-04-07,,Greater Manchester,matched,https://find-and-update.company-information.service.gov.uk/search?q=Findoc+Limited,Findoc Limited,/company/09525974/filing-history,/company/09525974/officers,1,60.0,"VUILLEN, Sylvain Louis",Sylvain Vuillen
b3dc246c-0a5b-5e90-7175-8cac675f789d,Talisman Therapeutics,Talisman Therapeutics Ltd,http://www.talisman-therapeutics.com/,GBR,Cambridge,operating,1,2014-01-01,,,,Health & Life Sciences,Rick Livesey,08473331,TALISMAN THERAPEUTICS LIMITED,100.0,legal_exact,active,2013-04-04,,Cambridge,matched,https://find-and-update.company-information.service.gov.uk/search?q=Talisman+Therapeutics+Ltd,Talisman Therapeutics Ltd,/company/08473331/filing-history,/company/08473331/officers,1,10.0,"LIVESEY, Frederick John, Dr",Rick Livesey
